tweet	date
A former Hong Kong politician faces jail time in the US after being convicted of scheming to offer millions of dollars in bribes to African leaders, through contacts made at the United Nations https://t.co/pjmxbJxahf https://t.co/4q8yycGZGa 	2018-12-06
A former Hong Kong politician faces jail time in the US after being convicted of scheming to offer millions of dollars in bribes to African leaders, through contacts made at the United Nations https://t.co/teSsUdFPWb https://t.co/TpMzGNlooh 	2018-12-05
"Everything I make is like a postcard of somewhere I have gone or something I have really enjoyed." 	2018-11-28
China's terrifying moves on Hong Kong | By Michael Bociurkiw via @CNNOpinion https://t.co/rWnL4pWqm3 https://t.co/cM2ZcFiHjb 	2018-11-23
A second case of rat hepatitis E has been reported in a human in Hong Kong, making it also the second recorded globally https://t.co/zKean5bRn1 https://t.co/89ZiJY3Nno 	2018-11-22
Step inside the hidden sanctuaries of quiet in sleepless, busy Hong Kong https://t.co/h9V65GwBHK https://t.co/MS7Sz3wozt 	2018-11-22
The decision by authorities in Beijing to allow the US Navy to dock an aircraft carrier in Hong Kong has been interpreted as an effort to ease tensions ahead of next week's G-20 summit https://t.co/uA3a8rcwBb https://t.co/CMbFecx9gh 	2018-11-21
If you're in Hong Kong, it might be time you stepped on board the world's largest floating restaurant https://t.co/a6Fllok3eP  via @CNNTravel https://t.co/WtKJSyRYpI 	2018-11-11
If you're in Hong Kong, it might be time you stepped on board the world's largest floating restaurant https://t.co/a6Fllo2snh  via @CNNTravel https://t.co/yTIdvhq20Q 	2018-11-10
Downed trees and fallen branches still litter Hong Kong nearly two months after Typhoon Mangkhut ripped through the city https://t.co/hB25oB6F6D 	2018-11-09
If you're in Hong Kong, it might be time you stepped on board the world's largest floating restaurant https://t.co/a6Fllo2snh   via @CNNTravel https://t.co/dQbC8Nmcuw 	2018-11-09
A senior British journalist denied a work visa by the Hong Kong authorities has been barred from entering the city as a tourist, raising new fears over press freedoms https://t.co/dUHDI9MkV9 	2018-11-09
If you're in Hong Kong, it might be time you stepped on board the world's largest floating restaurant https://t.co/a6Fllo2snh  via @CNNTravel https://t.co/eFkcbCwpOV 	2018-11-09
A senior British journalist denied a work visa by the Hong Kong authorities has been barred from entering the city as a tourist, raising new fears over press freedoms https://t.co/4oaeDxRDBL 	2018-11-09
If you're in Hong Kong, it might be time you stepped on board the world's largest floating restaurant https://t.co/a6Fllo2snh via @CNNTravel https://t.co/ryos6O4Aa7 	2018-11-08
If you're in Hong Kong, it might be time you stepped on board the world's largest floating restaurant https://t.co/a6Fllok3eP via @CNNTravel https://t.co/ftmcuxzddK 	2018-11-08
If you're in Hong Kong, it might be time you stepped on board the world's largest floating restaurant https://t.co/a6Fllok3eP via @CNNTravel https://t.co/A7iiuTheMv 	2018-11-07
From the jungles of Myanmar to the streets of Hong Kong, police throughout Asia are fighting a war against methamphetamine. By many indications, they're losing. https://t.co/sN7mYWAQm3 	2018-11-02
The world's longest sea-crossing bridge opens this week -- connecting Hong Kong, Macau and mainland China https://t.co/6fXvedqEU9 https://t.co/KiXCR6H3Km 	2018-10-24
The world's longest sea-crossing bridge is opening this week. It connects Hong Kong and Macau to mainland China https://t.co/sIU6j9UmBE https://t.co/KXmCSVcz4N 	2018-10-22
A $20-billion bridge connecting Hong Kong and Macau to the mainland Chinese city of Zhuhai is set to finally open this week, marking the completion of the longest sea-crossing bridge ever built, nine years after construction began. https://t.co/BYPu58MJWn https://t.co/LBcLwRg2ak 	2018-10-22
The world's longest sea-crossing bridge is opening this week. It connects Hong Kong and Macau to mainland China https://t.co/X3ZNmHicGg https://t.co/Ve86Jo7WA8 	2018-10-22
At 120 years old, the Star Ferry is Hong Kong's oldest form of public transportation -- and the company's green and white boats have become an iconic part of the cityscape: https://t.co/B2NRF76gFJ https://t.co/Yk5ikzIvBQ 	2018-10-07
At 120 years old, the Star Ferry is Hong Kong's oldest form of public transportation -- and the company's green and white boats have become an iconic part of the cityscape: https://t.co/B2NRF76gFJ https://t.co/QL6DdCkCCt 	2018-10-06
At 120 years old, the Star Ferry is Hong Kong's oldest form of public transportation -- and the company's green and white boats have become an iconic part of the cityscape: https://t.co/B2NRF7nS4j https://t.co/JSYRQmuaZw 	2018-10-04
At 120 years old, the Star Ferry is Hong Kong's oldest form of public transportation -- and the company's green and white boats have become an iconic part of the cityscape: https://t.co/B2NRF7nS4j https://t.co/a15GPDvoWw 	2018-10-02
At 120 years old, the Star Ferry is Hong Kong's oldest form of public transportation -- and the company's green and white boats have become an iconic part of the cityscape: https://t.co/B2NRF76gFJ https://t.co/ddso93nbfT 	2018-10-02
At 120 years old, the Star Ferry is Hong Kong's oldest form of public transportation -- and the company's green and white boats have become an iconic part of the cityscape: https://t.co/B2NRF7nS4j https://t.co/dlvFxySkCu 	2018-10-01
At 120 years old, the Star Ferry is Hong Kong's oldest form of public transportation -- and the company's green and white boats have become an iconic part of the cityscape: https://t.co/B2NRF76gFJ https://t.co/l3iDR4ubmi 	2018-10-01
At 120 years old, the Star Ferry is Hong Kong's oldest form of public transportation -- and the company's green and white boats have become an iconic part of the cityscape: https://t.co/B2NRF7nS4j https://t.co/7lNXpapviv 	2018-10-01
Once a year, Hong Kong celebrates the Mid-Autumn Festival with a giant fire dragon dancing in the streets. https://t.co/s42doi6FYJ 	2018-09-26
The Chinese government has blocked a US Navy ship from docking in Hong Kong amid a growing diplomatic feud between the two countries over strict military sanctions imposed by Washington https://t.co/gSGZJ8LU6C https://t.co/Zf31ObxHwt 	2018-09-26
The Chinese government has blocked a US Navy ship from docking in Hong Kong amid a growing diplomatic feud between the two countries over strict military sanctions imposed by Washington https://t.co/GOo4BvnQz6 https://t.co/lvpQX8T3h9 	2018-09-26
Once a year, Hong Kong celebrates the Mid-Autumn Festival with a giant fire dragon dancing in the streets. https://t.co/vd3zfSfEO3 	2018-09-25
Once a year, Hong Kong celebrates the Mid-Autumn Festival with a giant fire dragon dancing in the streets https://t.co/uTOo7a9vOt 	2018-09-25
Once a year, Hong Kong celebrates the Mid-Autumn Festival with a giant fire dragon dancing in the streets https://t.co/P9WZZkpD6y 	2018-09-24
Controversial high-speed rail station opens in Hong Kong https://t.co/X3dTBY8pWy https://t.co/SB9jQ2t9RE 	2018-09-23
Hong Kong-based airline Cathay Pacific spelled its own name wrong on the side of one of its new planes https://t.co/oaWGhZ33hj https://t.co/hbkBxuwMIT 	2018-09-22
Hong Kong-based airline Cathay Pacific spelled its own name wrong on the side of one of its new planes https://t.co/9iECmRBuwm https://t.co/ZUQW68K0GK 	2018-09-22
Hong Kong-based airline Cathay Pacific spelled its own name wrong on the side of one of its new planes https://t.co/1UzGCip6Io https://t.co/RxyKoKydHf 	2018-09-20
Hong Kong-based airline Cathay Pacific spelled its own name wrong on the side of one of its new planes https://t.co/1UzGCi7vQQ https://t.co/YJOEl1GxHD 	2018-09-20
Hong Kong-based airline Cathay Pacific spelled its own name wrong on the side of one of its new planes https://t.co/YGwRxR81oA https://t.co/JWmPqNgHU9 	2018-09-20
Hong Kong-based airline Cathay Pacific spelled its own name wrong on the side of one of its new planes https://t.co/1UzGCip6Io https://t.co/C6YjGqVQr3 	2018-09-19
Hong Kong-based airline Cathay Pacific spelled its own name wrong on the side of one of its new planes https://t.co/ogNil2CHfB https://t.co/amt8B9TUhF 	2018-09-19
Typhoon Mangkhut lashes Hong Kong in this timelapse video from the south of Hong Kong Island https://t.co/TmsWa1lT0m https://t.co/g91RdsJecr 	2018-09-16
Hong Kong's weather observatory issued its highest storm warning alert — a signal T10 — as Typhoon Mangkhut tore through the region https://t.co/h0S5gLRznM https://t.co/WLWVFrcwZp 	2018-09-16
Before hitting Hong Kong, the storm plowed into the Philippines. 	2018-09-16
Hong Kong has been battered by Typhoon Mangkhut https://t.co/NZcyUNkmHz https://t.co/zpod0JysMc 	2018-09-16
Typhoon Mangkhut wreaks havoc in Hong Kong and threatens mainland China, as 40 people are reported dead in the Philippines https://t.co/fKfn8FdPGh 	2018-09-16
Typhoon Mangkhut lashes Hong Kong in this timelapse video from the south of Hong Kong Island. The local storm signal has been raised to T10 -- the highest level possible -- as the typhoon carves a destructive path from the Philippines toward mainland China https://t.co/4lp3zkEa0W https://t.co/RyiECPPxxU 	2018-09-16
Typhoon Mangkhut's fierce winds have torn off roofs and caused partial building collapses in Hong Kong. 	2018-09-16
Hong Kong has raised its storm alert to the highest level as deadly Typhoon Mangkhut approaches China https://t.co/pg9B0m3Jmp 	2018-09-15
Known locally as Ompong, Mangkhut is lashing the northern parts of Luzon Island as it heads west into the South China Sea and toward Hong Kong and southern China https://t.co/6tLhAnrS1h 	2018-09-14
"[The Philippines] has been hit by at least 15 typhoons this year alone." 	2018-09-13
It's been 20 years since Hong Kong International Airport opened its runways. Here's a look at what the future could hold for this facility, which is still highly regarded despite all the new, swanky airports that keep popping up https://t.co/uVJ5ZYcIXZ https://t.co/xJMKKK9Mwg 	2018-09-12
Hong Kong now has more super-rich people than any other city https://t.co/M1mYpQZbNO https://t.co/2szgt6Vabs 	2018-09-06
A prominent Hong Kong academic was arrested on Tuesday on suspicion of murdering his wife and stuffing her body into a suitcase https://t.co/fxIQzMfkqK https://t.co/0P2bEt3TTp 	2018-08-29
